X,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
144446,0,0,73,0,0.00223314,4477,15,0,0,0,0
80871,0,0.158158388,78,0,1620,,9,0,2,0,0
130253,0,0.022948853,90,0,398,,2,0,0,0,0
106329,0,0.007361726,63,1,7870,,24,0,6,0,0
88383,0,0.29788628,85,1,0.560523446,1833,14,0,1,0,0
145014,0,0.027998445,81,0,0.734106357,2500,9,0,1,0,0
42530,0,0.9999999,73,0,0,385,0,0,0,0,0
117318,0,0.9999999,32,3,0.310980865,5800,8,0,1,3,2
51611,1,0.3504802,49,0,0.278200391,4600,6,0,1,0,3
142909,0,0.689011915,48,0,1398,0,13,0,0,0,1
54284,0,0.013968553,48,0,0.270060606,8249,11,0,3,0,2
24068,0,0,39,0,0.162199,2200,2,0,0,1,2
135873,0,0.001612817,33,0,0.375728488,5833,6,0,1,0,2
96138,0,0.06672804,75,1,0.383090686,5700,8,0,2,0,1
84752,0,0.256778754,51,0,0.288177956,4000,5,0,1,0,1
68909,0,0,48,0,0.067488752,6000,6,0,0,0,1
27451,0,0.620291787,39,0,0.624458514,3000,11,0,1,0,3
56775,0,0.815133028,66,1,0.541729135,2000,5,0,0,0,1
102393,0,0.299940012,31,0,0.317721172,3650,8,0,1,0,1
44056,0,0.039064062,81,0,0.00531084,3200,2,0,0,0,0
93420,0,0.9999999,37,0,0.240389544,1950,3,1,0,0,1
55234,0,0.9999999,59,0,0.023238191,3958,1,0,0,0,1
148896,0,0.182108201,49,1,0.451818885,5167,28,0,1,0,2
86545,0,0.010223626,60,0,0.231862655,10833,8,0,4,0,0
2877,0,0.120429319,58,0,0.536238585,8650,10,0,2,0,1
29051,0,0.015615822,60,0,0.281705948,9800,12,0,2,0,1
140302,0,0.12569581,63,0,0.035301468,3200,3,0,0,0,0
13815,0,0.054039958,37,0,0.46960281,3700,8,0,1,0,0
88487,0,0.036117321,51,0,0.094484253,6000,13,0,0,0,0
83907,0,0.028130323,47,1,0.440568762,4500,4,0,2,0,0
34769,0,0.018438241,40,0,9,,2,0,0,0,0
4819,0,0.100641139,32,0,0.008331945,6000,2,0,0,0,0
118575,0,0,60,0,3631,,7,0,2,1,2
53020,0,0.581917103,49,0,0.906395449,5800,15,0,3,0,3
88006,1,0.897001304,28,2,773,,4,2,0,0,0
107491,0,0.088759982,54,0,0.307230798,16000,7,0,1,0,1
104858,1,1.105788423,30,1,973,,7,3,0,5,
93866,0,0.213199305,48,0,0.214177726,5952,6,0,1,0,1
136903,1,0.943660038,44,0,0.638451253,17200,16,0,4,0,2
135774,0,0.9999999,35,1,0.222654081,1800,1,0,0,0,4
45180,0,0.149845318,59,0,0.250125733,5964,11,0,1,0,0
138906,0,0.394450694,67,0,4882,,6,0,1,0,0
110415,0,0.100117136,50,1,0.208879185,12365,15,0,2,0,0
58781,0,0,43,1,0.220253912,3386,13,0,1,0,0
48035,0,0.001052576,63,1,610,,5,0,1,0,
71146,0,0.089862673,61,0,60,,5,0,0,0,0
76654,0,0.039405757,38,0,0.609254499,3500,15,0,2,0,2
116638,0,0.09286149,50,0,0.162761637,3200,5,0,0,0,0
6473,0,0.050464985,67,0,0.318025617,3200,2,0,1,0,0
58386,0,0.9999999,48,1,0.331222926,3000,3,0,1,0,0
71496,0,0,44,0,0.0009113,9875,4,0,0,0,0
89568,0,0.08604062,43,0,0.440889778,4000,3,0,1,0,0
2755,0,0.034043108,63,0,0.075630252,9519,9,0,0,0,0
55558,0,0,50,0,1428,,5,0,1,0,0
53078,0,0.314207796,69,0,0.429928345,6000,23,0,2,0,0
122735,0,0.307969692,53,1,0.936531734,2000,10,0,1,0,0
107200,0,0.11026866,56,1,0.088007214,5544,7,0,0,0,2
100514,0,0.36552135,60,0,0.259730758,6833,17,0,1,0,0
145336,0,0.902763889,28,2,0.626199616,2083,8,0,0,1,0
34537,0,0.333777482,24,0,0.105094521,3120,2,0,0,0,0
148186,0,0.340641175,41,0,0.74022496,5600,6,0,3,0,2
69540,0,0.079137118,44,0,0.371553542,12802,7,0,2,0,3
52286,0,0.140156769,42,0,0.37634982,7500,7,0,2,0,3
11035,0,0.036387054,48,0,3717,,9,0,3,0,0
127179,0,0.020934328,38,0,0.375200099,8120,8,0,2,0,3
9129,0,0,53,0,0.460619361,4100,9,0,1,0,4
98357,0,0.9999999,23,0,0,,0,0,0,0,
57700,0,0.02176559,79,0,31,,7,0,0,0,0
117063,0,0.704302611,75,0,1379,,6,0,1,0,0
93726,0,0.006289176,43,0,0.160106232,10542,6,0,1,0,0
5749,0,0.075686053,66,0,0.108600721,15800,28,0,1,0,1
15337,0,0.152307726,69,0,0.165079365,1259,4,0,0,0,0
23902,0,0.9999999,22,0,200,0,1,0,0,0,0
50334,0,0.058173628,54,0,0.454489036,4833,12,0,2,0,3
10620,1,0.985602879,53,1,0.381117001,13016,5,0,1,0,4
94210,0,0.002440976,73,0,0.306309958,7400,15,0,2,0,1
13137,0,0.175552192,42,1,5705,,7,0,2,0,0
107759,0,0.9999999,37,0,379,0,1,0,0,0,0
124686,0,0.350477874,52,0,0.477658905,3177,15,0,2,0,1
84707,0,0.041628331,66,0,0.011712612,7000,6,0,0,0,0
67492,0,0.9999999,58,0,0.334016898,12190,7,0,2,0,2
35161,0,0,41,0,944,0,4,0,1,0,2
102996,0,0,65,0,0,400,5,0,0,0,0
95558,0,0.982869379,77,0,0.029673591,1347,4,0,0,0,0
101531,0,1.001817961,60,0,392,,6,0,0,0,0
106324,0,0.096250913,39,0,0.531522998,9500,6,0,2,0,1
30765,0,0.422116464,66,0,0.060250191,3916,6,0,0,0,0
32697,0,0.890105382,38,0,1828,,6,0,0,0,0
97575,0,0.312036788,51,3,0.442944632,8000,29,0,2,0,2
44976,0,0.036636155,62,0,0.046423045,8400,16,0,0,0,1
86631,0,0.573172753,54,0,0.49323181,5909,12,0,2,0,1
116250,0,0.444318523,52,0,0.179040299,70000,17,0,3,0,4
60113,0,0.033482312,38,0,0.257214269,4400,8,0,1,0,0
91578,0,0.45347539,63,0,7229,,24,0,2,0,0
12772,0,0.109567802,53,0,0.190534878,4056,15,0,0,0,2
127850,0,0.586210288,62,0,1.178102926,1981,7,0,2,0,0
128971,0,0.96108291,64,0,195,,3,1,0,0,0
86475,0,0.087283849,31,0,0.009918846,2217,2,0,0,0,1
142151,0,0.078934211,51,0,0.295974612,5986,11,0,1,0,3
73867,0,0.080148972,37,0,0.006713327,7000,2,0,0,0,0
79735,0,0.285841074,55,0,0.114999036,10373,6,0,0,0,0
125553,0,0.248662175,57,0,2.940724479,910,14,0,3,0,0
135634,0,1.121171771,57,0,306,,4,0,0,0,
43443,1,0.9999999,49,0,0.024958403,600,0,0,0,0,1
122137,0,0.081446296,45,0,0.397856343,6250,9,0,1,0,1
811,0,0.9999999,24,0,0,3833,1,0,0,0,0
136042,0,0.383745155,52,0,0.665233415,4883,15,0,2,0,1
124924,0,0.866853259,31,0,389,,3,0,0,0,0
44196,0,0.023569745,52,0,0.056616195,6075,2,0,0,0,2
91549,0,0,73,0,1238,,10,0,1,0,
27779,0,7696,55,0,0.178210764,8416,3,0,1,0,0
144747,0,0.463961337,26,0,0.207480593,4250,11,0,0,0,0
106233,0,0.104031969,30,0,0.138311522,3896,12,0,0,0,1
139417,0,0.014934458,38,0,0.157300256,14430,5,0,1,0,1
21634,0,0.386328003,53,0,0.580733111,3300,16,0,2,1,1
86594,0,0.634448678,63,0,0.382934201,4300,6,0,0,0,0
104516,0,0,65,0,2207,,8,0,1,0,0
6636,0,0.127312933,61,0,0.099092688,5620,9,0,0,0,1
111207,0,0.00627401,53,0,0.001621329,5550,8,0,0,0,0
147747,0,0.037999441,62,0,0.170023075,9533,5,0,1,0,0
22332,0,0.40121899,27,0,0.30142253,2600,3,0,0,0,0
103031,0,0.005206185,68,0,0.152622007,6597,10,0,1,0,0
112631,1,0.9999999,44,98,0,,0,98,0,98,0
88572,0,0.021850094,32,0,0.31716656,4700,11,0,2,0,2
24506,0,0.662125738,53,1,0.710695775,6366,13,0,2,0,1
70080,0,0.944001965,57,0,0.578416791,6050,7,0,2,0,0
81897,0,0.945894901,61,0,0.117979883,4771,4,0,0,0,0
102240,0,0.946624371,34,0,2553,0,7,0,2,0,2
130843,0,0,51,0,0.000959923,12500,7,0,0,0,1
108196,0,0.9999999,48,0,0.582095544,2490,8,0,1,0,2
50019,0,0.015092699,30,0,0.085559206,7000,10,0,0,0,0
119147,0,0.027974927,67,0,0.314314469,25833,8,0,3,0,0
139221,0,0,50,0,0.232403165,2400,6,0,0,0,0
105531,0,0.073725001,74,0,0.271933193,10417,8,0,1,0,0
27168,0,0.166924597,55,0,4957,,6,0,2,0,2
44830,0,0.003835485,67,0,2156,,8,0,2,0,0
143412,0,0.039283683,74,0,68,,4,0,0,0,0
4812,0,0.001990172,80,0,0.000249958,12001,8,0,0,0,0
124531,0,0,27,0,0.009035173,3098,1,0,0,0,0
106822,0,0.008816852,50,0,0.927322592,5833,15,0,4,0,0
136098,0,0.467195052,42,0,0.44431946,8000,11,0,1,0,1
43822,0,0.043665696,36,0,0.284102271,7000,5,0,2,0,0
109384,0,0.010757304,40,1,0.301587302,8000,14,1,2,3,0
76634,0,0.006404353,70,0,2033,,8,0,1,0,0
55777,0,0.025136125,38,0,0.42433936,7189,6,0,2,0,0
8036,0,0.062288796,63,0,136,,5,0,0,0,0
81724,0,0.613851753,49,0,0.489407284,4200,12,0,1,0,1
46715,1,0.474305505,40,0,0.320607713,7700,10,0,1,0,2
106221,0,0.199317726,75,0,0.4635778,4035,5,0,1,0,0
104968,0,0.047135943,73,0,1.080816497,4800,10,0,2,0,0
12036,0,0.582243867,45,0,5732,,10,0,4,0,3
103776,0,0.032845492,68,0,0.002790373,2866,7,0,0,0,0
11628,0,0.352297886,66,0,0.372533544,3800,11,0,0,0,0
132377,0,0.9999999,54,1,293,,2,0,0,1,0
69825,0,1.147410359,33,1,0.149931849,2200,3,0,0,0,0
99315,0,0.02018697,47,0,2.228739003,3068,16,0,4,0,0
13641,0,0.000435387,79,0,0.394949141,5701,15,0,3,0,0
50138,0,0.468016412,52,0,1.342701937,4233,19,0,2,0,2
39652,0,0.110062998,67,1,1916,,8,0,1,0,2
84602,0,0.544403475,63,0,0.244982041,9465,6,0,2,0,0
37531,0,0.41923579,49,0,0.472160825,9500,17,0,2,0,7
80414,0,1.006312467,28,0,0.131873044,2236,2,0,0,0,0
5442,0,0.086391361,47,0,0.243832142,8673,11,0,1,0,0
115903,0,0.013447348,40,0,0.232944291,8310,6,0,2,0,3
111130,0,0.034542314,49,0,0.002538071,4333,4,0,0,0,3
21049,0,0.177705365,65,0,8778,,20,0,2,0,1
79533,0,0.385598405,35,0,1753,,8,0,1,0,0
48416,0,0.96480352,61,0,0.467523419,12916,6,1,2,0,1
81327,0,0.172126596,26,0,0.793017456,400,4,0,0,0,0
82780,0,0.041377657,55,0,0.221349518,2800,6,0,1,0,0
27042,0,0.001940202,81,0,1,,2,0,0,0,0
137022,0,0.222267419,46,0,0.465372114,11998,13,0,3,0,1
88319,0,0.830507296,47,0,0.671679909,7047,12,0,1,0,0
35992,1,0.9999999,28,0,0,1,0,0,0,0,1
75004,0,0.025838966,40,0,0.191694606,17000,4,0,2,0,3
119949,0,0.055184508,75,0,0.054811206,6567,4,0,0,0,0
26993,0,0.086989512,82,0,2297,,9,0,4,0,
129061,1,0.974471589,44,0,1293.5,1,6,0,0,0,2
82598,0,0.000596926,40,0,0.173459876,11800,7,0,1,0,1
30206,0,0.81517069,34,0,0.238050609,3200,4,0,0,0,1
87773,0,0,35,0,0.248289654,9500,7,0,1,0,0
133234,0,0.9999999,28,0,0.183798711,3258,1,0,0,0,0
85100,0,0.012794536,67,0,0.000719977,20833,6,0,0,0,0
124907,0,1.272425249,36,0,0.003665445,3000,1,1,0,0,0
108567,0,0.013828729,62,0,539,,9,0,1,0,0
82279,0,0.074662431,63,0,0.213540923,7000,18,0,1,0,0
117133,0,0.021021386,34,0,0.650175374,5416,10,0,1,0,1
148833,0,0.054485872,61,0,0.647285033,6500,13,0,1,0,3
19025,0,0.08670688,60,1,0.074301146,13700,11,0,0,0,0
93355,0,0.232592247,58,0,0.345239874,6690,6,0,2,0,1
40864,0,0.9999999,23,98,0,3635,0,98,0,98,0
13612,1,0.929628918,41,1,1.116400857,4200,9,4,1,1,3
2798,0,0.087225384,39,0,180,,6,0,0,0,0
113708,0,0.018054715,62,0,28,,4,0,0,0,0
5466,0,0.043273614,60,0,0.25809121,10875,12,0,1,0,1
72569,0,0.899780005,56,3,0.468962644,7200,12,0,2,1,3
553,0,0.9999999,45,0,461,,2,0,0,0,0
27416,0,0.9999999,92,0,0.252773004,6400,3,0,1,0,0
108869,0,0.799127186,58,2,5760,,10,0,2,0,0
86086,0,0.635200727,65,0,0.421483668,10500,13,0,4,0,0
40139,0,0.9999999,30,2,26,,2,1,0,0,
54481,0,0.022195561,63,0,0.000480692,6240,3,0,0,0,0
81850,0,0.480502785,26,0,0.138578131,5541,3,0,0,0,0
72876,0,0.034372877,60,0,0.208315974,12000,21,0,2,0,1
145602,0,0.764522174,23,0,0.283143371,1666,5,0,1,0,0
34235,0,0.151656728,62,0,0.425208154,3482,7,0,1,0,0
59154,0,0,65,0,453,,5,0,0,0,1
147991,0,0.055595426,35,1,0.202949263,4000,14,0,0,0,0
72401,0,0,31,0,0.455665025,2029,5,0,1,0,0
121327,0,0.039466003,50,0,0.171066447,13333,8,0,2,0,0
78699,0,0.07152861,54,0,0.360662762,7000,13,0,1,0,2
68843,0,0,50,0,0,1916,3,0,0,0,0
7260,0,0.060794936,76,0,790,,9,0,0,0,0
137294,0,0.000457448,64,0,0.266348888,11957,21,0,2,0,0
15341,0,0.9999999,86,0,0.000761832,10500,5,0,0,0,0
109344,0,0.190317001,58,0,3352,,9,0,1,0,3
129503,0,0.088516077,52,0,5860,,10,0,2,0,2
29983,0,0.015414715,49,0,5025,,6,0,2,0,4
21239,0,0,75,0,0.048991835,6000,8,0,0,0,0
111044,0,0.001300946,62,0,0.385688991,9600,8,0,1,0,2
100038,0,0.355653553,63,0,0.417534027,4995,10,0,1,0,1
36426,0,0.022799349,68,0,1.104952294,2200,9,0,2,0,0
98667,0,0.18376601,45,0,0.539860681,2583,14,0,1,0,2
68644,0,0.036671653,45,0,5350,,15,0,4,0,0
34952,0,0.06589688,50,1,0.223569696,7008,8,0,1,0,2
76543,0,0.339059047,45,0,0.438714364,11013,14,0,2,0,4
94350,0,0.202481416,62,0,0.032326369,7083,5,0,0,0,0
132040,0,0.65014209,30,0,0.204698825,4000,3,0,0,0,0
5140,0,0.127382988,75,0,0.370234178,5166,6,0,2,0,0
83867,0,0.9999999,36,2,0.22417547,12400,9,1,1,0,1
67673,1,1.168010319,33,4,0.22697187,3625,10,1,0,0,0
101013,0,0.285888273,35,0,0.189459337,2200,6,0,0,0,0
96338,1,1.153692615,32,2,0.172236504,2333,4,0,0,0,1
16989,0,0.321466563,78,0,0.250999556,2250,10,0,0,0,0
148182,0,0.057588482,60,0,0.067109544,7375,3,0,0,0,0
25985,0,0.602341324,69,0,0.424136593,7730,14,0,1,0,1
80478,0,0.9999999,47,0,0,,0,0,0,0,0
96053,1,0.44451931,30,0,0.74341661,1480,7,0,0,1,0
69678,0,0.162607658,32,0,0.328675238,3577,7,0,1,0,0
84826,0,0.164887234,51,0,0.400919816,5000,11,1,2,0,3
115352,0,0.035594573,68,0,0.278582317,2623,16,0,0,0,0
6517,0,0.193533866,45,0,0.365136731,8300,16,0,2,0,4
123889,0,0.522444325,48,0,0.526182965,9509,10,0,1,0,0
77426,0,0.069764434,68,0,0.106741573,3381,12,0,1,0,0
51141,0,1.053592854,36,0,734,,3,0,0,0,0
100677,0,0.194457742,34,0,0.838808251,1308,11,0,2,0,2
142765,0,0.009190681,98,1,0.634069401,950,8,0,1,0,0
45848,0,0.278245965,27,0,922,,7,0,0,0,0
90122,0,1.082305898,29,0,0.767331151,3360,11,0,1,0,1
20108,0,0.022283118,76,0,1263,,7,0,1,0,0
38150,0,0.123717891,48,0,0.068272229,9300,6,0,0,0,0
28164,1,1.040519317,65,2,0.299242965,7000,7,0,1,1,1
22280,0,0.9999999,38,0,0,5600,2,0,0,0,2
38953,0,0.006488732,64,0,0.002823197,8500,11,0,0,0,0
116590,0,0.007599493,28,0,0.574485103,5000,5,0,2,0,2
49869,0,0.041228832,49,1,0.373194627,9900,11,0,4,0,0
103253,0,0.03562678,40,0,0.669084821,3583,9,0,2,0,2
101056,0,0.035169241,42,1,4064,,8,0,3,0,0
44858,0,0.114536993,45,0,0.479079877,5520,10,0,1,0,1
68010,0,0.242507078,42,0,0.470424882,3600,13,0,2,0,0
144011,0,0.078549385,46,0,0.412431843,4584,9,0,2,0,1
34160,0,0.343120096,44,1,0.311336717,6500,10,0,0,0,3
33853,0,0,46,0,0.48605123,7885,12,0,3,0,2
80632,0,0.303370787,29,0,0.3556231,6250,8,0,2,0,0
92678,0,0,80,0,0,3875,2,0,0,0,0
48209,0,0.195006164,50,0,0.327112148,6000,25,0,1,0,0
12205,0,0.002783274,87,2,0.002428869,2881,15,0,0,0,0
63215,0,0.9999999,66,0,3610,0,5,0,1,0,0
79455,1,0.023629043,33,0,0.319518453,5066,15,0,2,0,0
20292,0,0.199281173,56,2,0.183636061,6000,10,0,1,0,0
12823,0,0.9999999,47,0,0.242021956,3916,4,0,2,0,0
32933,0,0.195129818,28,1,0.208958208,5000,6,0,0,0,1
92801,0,0,29,0,393,1,5,0,0,0,1
125311,0,0.38380789,48,0,0.364572523,12526,13,0,2,0,1
20008,0,0.021239803,36,0,2330,,5,0,1,0,0
129443,0,0.097266832,81,0,0.004548094,10333,3,0,0,0,0
80549,0,0.822909437,45,0,0.313834852,7350,9,0,0,0,1
106008,0,0.782217,56,1,2.759367194,1200,11,0,0,0,0
19696,0,0.104163195,48,0,0.140852871,16250,3,0,1,0,0
49801,0,0.04649535,50,2,0.56193465,5416,4,1,2,0,1
87852,0,0.392221992,34,0,0.056314562,3000,3,0,0,0,0
114504,0,0.9999999,33,0,0.32544261,5026,3,0,1,0,1
12009,0,0.638274131,53,0,3616,,14,0,1,0,0
122368,0,0.988477288,54,0,0.162562488,5400,4,0,0,0,0
147092,0,0.782812729,88,1,0.851880159,6541,14,0,2,0,0
117358,0,0.001943134,63,0,0.309317443,3691,13,0,1,0,0
44910,0,0.051294261,71,0,3202,,15,0,1,0,0
111418,0,0.733943543,28,1,0.182900037,5461,8,0,0,1,1
51773,0,0.005642143,29,0,2,,2,0,0,0,0
76629,1,0.897763777,46,0,0.737392864,10033,17,0,3,0,1
65013,0,0.023522295,54,0,0.078007933,2268,4,0,0,0,0
47049,1,0.833020074,41,2,0.980011105,1800,11,1,0,0,2
17436,0,0.004856182,85,0,5,,9,0,0,0,
38960,0,0.035392921,73,0,2.190296496,1854,5,0,2,0,0
90669,0,0.75083692,53,0,856,,3,0,0,0,0
25608,0,0.001746883,60,0,0.755414862,3000,6,0,2,0,0
134338,0,0.326632204,53,0,0.310153299,4500,9,0,1,0,0
60620,0,0.183000787,35,0,0.324568228,6426,7,0,2,0,1
114211,1,0.9999999,44,3,871,,3,0,0,1,0
59964,0,0.095921009,63,0,0.390019835,9578,17,0,2,0,2
4489,0,0.063188716,62,0,784,,5,0,1,0,
111505,0,0.9999999,48,1,0.342346579,4252,2,1,1,0,2
12666,0,0.022957377,34,0,0.338220593,3000,4,0,1,0,0
47443,0,0.097295544,47,0,0.244484583,7750,6,0,1,0,3
54732,0,0.05353871,33,0,0.367578017,3620,5,0,3,0,0
16320,0,0.911721719,44,0,0.823973727,3044,12,1,0,0,0
48667,0,0.047315919,47,0,0.220133989,16866,8,0,3,0,3
46990,0,0.426573044,72,0,1767,,8,0,0,0,0
145502,0,0.55744035,56,0,0.944459872,3600,12,0,1,0,2
21568,0,0.0067651,57,0,0.164845385,4300,12,0,0,0,0
73955,0,0,54,0,835,0,11,0,0,0,1
16766,0,0.805929179,45,0,0.513510661,9473,11,0,2,0,3
109337,0,0.598961392,47,0,1.127360237,2700,12,0,1,0,0
95607,0,0.272977495,46,0,0.15064156,6000,15,0,0,0,1
85033,0,1.107928048,28,0,0.019592163,2500,1,0,0,0,0
55745,0,0,70,0,2693,,6,0,1,0,0
65826,0,0.03179841,32,0,0.169207698,4000,11,0,0,0,0
11405,0,0.900016664,31,0,0.388383046,3184,5,0,1,0,4
107705,0,0.445083775,64,0,0.243416011,53500,23,0,5,0,0
57640,0,0.363558997,37,0,0.098812231,3956,10,0,0,0,0
149805,0,0.145804071,34,0,3404,,7,0,1,1,0
31941,0,0,56,1,0.137389317,3500,6,0,1,0,0
97072,0,0.672053527,52,0,1.285188108,3800,13,0,1,0,0
86373,0,0.047842101,73,0,5396,,8,0,2,0,0
145285,0,0.294960492,61,0,0.302491668,6300,14,0,1,0,1
32288,0,0,58,0,0.229249012,4300,4,0,0,0,0
108552,0,0.877387099,53,0,0.480802792,3437,10,0,1,0,1
135132,0,0.268150646,55,0,3406,,7,0,2,0,1
116469,0,0.00287977,74,0,70,,8,0,0,0,0
125020,0,0.307865379,50,1,0.724799663,4741,8,0,1,0,0
34331,0,0,58,0,802,,4,0,0,0,0
105284,0,0.442967181,66,0,0.542234073,10500,21,0,3,0,0
112321,0,0.279608574,53,0,0.373369101,8200,9,1,2,0,0
82714,0,0.026803396,48,0,0.231338077,7166,5,0,1,0,1
73022,0,0.109768344,63,0,0.148545176,1305,4,0,0,0,0
87278,0,0.034643361,47,0,0.348885649,4800,8,0,1,0,2
96430,0,0.983450827,40,0,2.383700178,1680,3,0,1,0,2
68541,0,0.036606053,32,0,0.448137966,4000,7,0,1,0,0
29779,0,0.53175888,60,0,0.405483727,4485,6,0,0,0,0
114755,0,0.018049098,47,0,0.269957819,6400,4,0,1,0,4
31945,0,0.90950008,43,3,0.068032872,9612,13,3,0,0,1
110155,0,0.9999999,40,0,0.201119872,8750,8,0,2,0,2
43035,0,0.010366321,66,0,415,,2,0,0,0,0
103575,0,0.229213137,49,0,0.358980682,12164,8,0,2,0,0
7167,0,0.182281772,34,0,3284,,11,0,2,0,0
49172,0,0.00323581,31,0,0.383248167,4500,5,0,1,0,2
46677,0,0.036746938,46,1,0.608139186,10000,12,0,2,1,2
89149,0,0.056598971,42,0,1482,,5,0,1,0,1
64104,0,0.89927066,65,2,0.4986,4999,11,0,2,0,0
112737,0,1.059117402,27,0,0.11411926,2917,4,0,0,0,0
51520,0,0.948207171,46,0,0.053754941,1264,2,0,0,1,1
18261,0,0.855518526,60,2,0.452217364,1600,6,1,1,0,0
17063,0,0.056205726,56,1,0.167936641,50000,15,0,4,1,0
81937,0,0.175569768,74,0,0.420584969,2700,7,0,1,0,0
139999,0,0.551551729,50,1,0.213297572,7083,8,0,0,0,2
145755,0,0.120823925,64,0,0.29595761,11700,13,0,2,0,1
106904,0,0.056557039,51,0,2702,,9,0,2,0,0
118373,1,1.101796407,37,1,0.107578484,5000,5,1,0,1,3
135076,0,0.064042546,55,0,0.363049365,4800,9,0,1,0,2
96764,0,0.183950746,48,1,0.116784429,7500,9,0,0,0,1
146471,0,0.115951535,63,0,0.528617047,4070,12,0,1,0,0
95526,0,3118,76,0,2306,,7,0,1,0,1
26093,0,0,58,0,0.002111932,5681,5,0,0,0,0
60264,0,0.90134724,24,2,0.143792038,5500,5,0,0,1,0
42097,0,0.400644885,47,0,0.101305042,10650,10,0,1,1,1
149976,0,0.022088398,58,0,2716,,8,0,2,0,0
81171,0,0.001656609,34,0,0.285961872,7500,8,0,2,0,1
4515,0,0.084575005,64,0,4993,,16,0,4,0,0
52438,0,0.034898837,42,0,0.696422526,8860,6,0,2,1,0
48927,0,0,71,0,0.29773226,4100,8,0,2,0,0
82286,1,0.379729622,33,1,0.38069602,5200,5,1,1,0,1
75790,1,1.061885882,45,1,0.069030555,2650,2,1,0,0,3
122419,0,0.008359265,72,0,0.472401698,5416,35,0,1,0,2
30488,0,0.091666559,57,0,0.269644162,9582,9,0,2,0,2
101596,0,0.017473552,42,0,0.100672298,5800,7,0,0,0,2
114935,0,0.025796354,69,0,0.00311975,8333,5,0,0,0,0
98507,0,0.110736158,67,0,0.004544628,5500,3,0,0,0,0
26960,0,0.247975202,53,1,0.399868895,3050,10,0,1,0,0
120053,0,0.002615183,35,0,1572,,3,0,1,0,0
60928,0,0.9999999,49,0,0,,0,0,0,0,0
103010,0,0.874293499,46,0,0.803725579,2200,3,0,0,0,3
6344,0,0.698236356,58,0,0.257444624,6816,11,0,1,0,0
6906,0,0.9999999,49,0,0.39734448,4066,5,0,1,0,0
24718,0,0.9999999,67,0,2510,,4,0,1,0,0
83254,0,0.04930699,41,0,0.566343366,10000,17,0,2,0,0
51729,0,0.9999999,24,0,0.11627907,300,0,0,0,0,0
34359,0,0,62,0,0.38568038,7583,19,0,2,0,0
115327,0,0.02103119,58,0,0.007664112,3000,3,0,0,0,1
56798,0,0,51,0,0.221671324,11092,5,0,1,0,5
87055,1,0.118750961,62,2,0.334778942,8300,5,2,2,1,0
38626,0,0.9999999,21,98,0,,0,98,0,98,
92115,0,0.025938472,62,2,0.174666007,8083,14,0,1,0,0
97988,0,0.065441855,67,0,0.02590799,4129,6,0,0,0,0
56073,0,0.081890203,41,0,0.270454924,6000,11,0,1,0,2
36021,0,0.9999999,29,0,0.173237091,1800,1,0,0,0,1
143490,0,0.009176201,63,0,0.01726488,2200,7,0,1,0,0
125652,0,0.023316667,60,0,624,,5,0,1,0,0
53674,0,0.040130658,66,0,0.003085362,5833,10,0,0,0,1
102651,1,0.888119954,43,0,0.157022548,3680,5,0,0,0,2
18370,0,0.033205012,63,0,0.116571233,11700,5,0,1,0,1
13256,0,0.03870728,57,0,0.228408895,5800,10,0,2,0,0
14156,0,0.925864223,59,0,0.458705894,10400,12,0,1,1,1
86221,0,0,87,0,0,2000,3,0,0,0,0
128104,0,0.253898441,29,0,767,,7,0,0,0,0
74929,0,0.00178456,78,0,0.000476145,10500,6,0,0,0,0
47580,0,0.000776537,48,0,0.371228744,7291,9,0,1,0,0
79783,0,0.07948221,76,0,0.482467258,7100,17,0,2,0,1
60357,0,0.075825567,47,0,592,,9,0,0,0,2
116102,0,0.160347866,52,0,2538,,29,0,1,0,3
87546,0,0.61289785,47,0,0.409214526,6250,4,0,2,0,0
88577,0,0.406405665,42,1,0.395372645,4883,8,0,1,0,1
118848,0,0.012412937,55,0,5,,4,0,0,0,0
115070,0,1.00868323,55,1,0.624895851,6000,5,1,1,0,0
133961,0,0.079321709,65,0,0.022127433,3750,3,0,0,0,0
98369,0,0.360758943,61,0,0.319512007,12950,11,0,3,0,1
58532,0,0.458383073,49,1,0.351301458,5416,7,0,2,0,1
107836,0,0.007843952,46,0,0.004186047,2149,9,0,0,0,3
24420,0,0.003023014,68,0,1747,,13,0,1,0,0
45276,0,0.075792421,57,0,2620,,4,0,1,0,0
142852,0,0.229317545,51,0,0.267751479,6083,8,0,1,0,0
141643,0,0.022856476,74,0,2360,,8,0,2,0,1
144529,0,0.158389441,41,0,0.454091193,1600,8,0,0,0,2
107025,0,0.711056369,46,0,0.345411765,4249,2,0,1,0,0
141735,0,0.9999999,51,0,0,,0,1,0,0,0
81895,0,0.09179286,65,0,2093,,18,0,2,0,0
107381,0,0.006083283,57,0,2398,,16,0,1,0,1
15251,0,0.090323729,61,1,0.519616145,3542,11,0,1,0,1
111713,0,0.121710422,47,1,0.021706017,5251,3,0,0,0,2
