SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents
y,1.025511634,39,1,0.655335394,5500,11,0,2,0,0
y,0.9999999,26,0,387,,1,0,0,0,0
y,0.50478897,59,2,3410,,14,0,2,1,0
y,0.157824342,29,0,0.353558926,1713,15,0,0,0,0
y,0.98609001,58,2,0.425431711,5095,16,1,2,0,0
y,0.626672548,39,1,0.516138246,3500,8,0,2,0,4
y,0.140664049,42,0,0.329747774,2695,3,2,1,0,1
y,0.497819894,62,1,0.40617901,2200,2,1,0,0,0
y,0.743005977,56,0,0.724282227,8602,16,0,2,0,0
y,0.896114071,49,5,0.463180158,5200,13,1,1,4,1
y,1.023255814,43,2,0.316672747,2740,4,1,0,2,2
y,0.9999999,41,0,0.433413317,3333,2,3,0,1,0
y,1.005564621,46,3,1.291727141,2066,10,0,1,0,1
y,1.81237525,59,1,0.158412168,5390,3,6,0,1,0
y,0.722846442,51,4,0.083195021,14459,5,1,0,2,0
y,0.9999999,31,0,108,,2,2,0,0,0
y,0.699471504,49,3,0.049985718,3500,4,2,0,0,2
y,0.031819682,88,1,0.011159107,8333,10,0,0,0,0
y,0.082706844,70,0,2966,,24,0,2,0,0
y,0.737616366,34,1,0.276757072,3428,5,5,0,0,3
y,0.787658802,48,3,983,,9,1,0,0,3
y,0.938707528,28,0,0.019886364,4223,2,1,0,1,3
y,0.754983923,39,1,0.388264476,12900,13,0,2,0,2
y,0.9999999,30,0,0.20043494,2758,2,1,0,0,0
y,0.9999999,29,98,0,1647,0,98,0,98,0
y,0.006364022,77,0,0.304231923,3000,22,0,1,0,0
y,0.938725916,49,0,1.624793388,3024,10,1,3,0,0
y,0.927036482,41,0,0.057307863,2250,5,0,0,0,2
y,0.9999999,49,0,0.464267866,2000,4,1,1,0,0
y,0.418581419,26,0,0.145963509,4000,4,1,0,0,0
y,0,53,0,0.089425692,6250,3,1,0,2,2
y,0.521135349,79,2,3879,,26,1,2,0,0
y,0.983824929,55,0,0.064116496,4600,2,1,0,0,6
y,0.018940492,89,1,0.593009119,3289,13,1,1,2,0
y,0.400676583,43,4,1.582256675,1160,14,0,0,1,1
y,0.9999999,25,0,0.154211447,4000,3,0,0,0,0
y,0.756656885,52,2,0.574809018,5366,6,1,2,0,0
y,0.951351048,54,1,0.141169854,5333,9,0,0,0,4
y,0.050855178,42,0,0.100813625,42156,57,0,1,0,2
y,0.960159363,49,1,0.16345036,4300,4,1,0,1,0
y,0.994575045,46,4,0.532481954,1800,5,1,0,0,0
y,0.9999999,44,0,0.064138842,5300,1,1,0,0,2
y,0.257595316,67,0,0.446258957,6000,18,0,1,0,1
y,0.051247438,74,0,1607,,5,0,1,0,1
y,0.9999999,32,0,0.126724415,3116,6,1,0,0,0
y,0,60,3,0.292697378,6750,5,1,1,2,0
y,0.99350065,33,1,0.788644689,8189,9,0,2,0,1
y,0.599360256,32,1,0.175103112,8000,6,0,0,1,3
y,0.441506499,57,0,156,,3,3,0,0,0
y,0.900273315,28,0,1967,,9,0,2,0,
y,1.020549641,33,1,0.940019349,3100,15,3,1,1,2
y,0.871889008,43,0,0.561109978,4900,6,0,0,0,2
y,0.005997601,31,1,0.105584642,4583,4,0,0,1,2
y,0.045848456,23,0,0.029950083,600,8,0,0,0,0
y,0.9999999,45,1,0.102811434,8500,2,1,0,0,4
y,0.908366534,35,2,0.23431427,1800,3,1,0,1,0
y,0.9999999,40,2,790,,1,2,1,1,0
y,0.243918438,48,0,0.177770027,8600,15,0,1,0,2
y,1.065754866,53,2,0.197240443,8841,13,0,1,0,2
y,0,33,1,0.096725819,4000,8,0,0,1,0
y,0.077128572,53,0,0.13876652,6809,7,0,1,0,1
y,0.002158816,69,0,0.416775315,2300,11,0,1,0,3
y,0.9999999,58,0,0.617514488,1552,6,0,1,0,0
y,0.115942029,41,0,0.495624421,9712,49,0,2,0,4
y,0.995128303,43,0,0.626895854,5933,8,0,1,0,0
y,0.976900534,32,0,0.214566226,2800,5,0,0,0,0
y,0.9999999,37,0,0,,0,0,0,0,0
y,1.112706781,51,1,0.219969659,7250,5,0,2,0,0
y,0.9999999,33,0,23,,0,8,0,0,0
y,0.04479888,62,0,0.630415026,3300,6,0,2,0,0
y,0.9999999,33,0,1.030692363,1400,4,2,2,1,0
y,0,56,0,0.230843065,6250,4,0,1,0,1
y,0.899585773,48,1,1196,,5,0,0,1,0
y,0.9999999,24,98,0,,0,98,0,98,
y,0.49090182,63,0,0.520773162,4500,12,0,0,0,0
y,0.897001304,28,2,773,,4,2,0,0,0
y,0.940841001,60,0,0.602279544,5000,17,0,1,0,1
y,0.867555478,33,4,0.164208948,4000,3,1,0,1,1
y,0.9999999,35,3,3982,,5,0,1,3,2
y,0.022767217,54,0,0.009154421,4150,7,0,0,1,3
y,0.584841516,46,0,0.664167916,2000,3,0,0,0,1
y,0.890479154,34,2,0.221777859,5500,5,0,0,0,4
y,0.13306279,49,1,0.182881653,10257,9,0,2,0,3
y,1.000316436,44,1,0.278258231,6590,7,0,0,0,1
y,0.9999999,56,1,0.429568528,1575,1,0,1,0,0
y,0.299812768,53,2,396,,7,0,1,0,
y,0.9999999,28,0,0,3928,1,1,0,0,0
y,0.9999999,38,4,0.133735849,6624,6,2,0,1,0
y,0.985218923,37,3,3778,,9,0,2,1,0
y,1.045908184,23,0,0.007116232,2950,2,0,0,0,1
y,0.9999999,27,0,0.115247806,4216,2,0,0,1,0
y,0,44,1,0.326398968,6200,4,0,1,0,2
y,0.804391218,61,1,1.644733783,4300,4,0,2,0,0
y,0.570268582,43,1,0.127212845,2428,9,1,0,0,1
y,0.9999999,44,1,0.339787633,1600,1,1,1,0,0
y,0.083832335,31,1,0.056632751,5208,5,0,0,1,0
y,0.068908696,46,1,2830,,5,0,2,0,0
y,0.000405351,34,0,0.437044569,5900,10,0,2,0,2
y,1.011494253,33,0,0.034217877,5727,3,0,0,0,4
y,1.027888446,41,2,0.070211316,4400,2,0,0,0,1
y,0.435019209,48,0,0.575395915,4356,23,0,0,0,2
y,1.066021266,39,3,0.414672509,8900,10,0,2,2,3
y,0.4169705,43,0,0.269478617,3413,5,0,1,0,4
y,0,70,1,678,,12,0,0,0,
y,0.845617444,62,2,0.432971337,5616,9,1,0,1,1
y,0.148284391,57,0,0.10953589,6700,9,0,0,0,0
y,0.9999999,42,0,0.019303688,2900,2,2,0,0,0
y,1.758483034,39,0,231,,12,3,0,1,0
y,0.9999999,24,0,0.068850639,1800,0,3,0,0,1
y,0.439941341,53,2,0.471799808,5194,9,1,1,0,0
y,0.758695722,55,3,1.402485143,1850,12,0,1,0,0
y,0.145073324,44,1,0.685263563,5197,8,0,2,2,3
y,0.9999999,61,0,0.016959878,7900,1,1,0,0,0
y,1.044510386,58,2,576,,12,0,0,0,0
y,0.9999999,49,0,0,3937,0,1,0,0,2
y,0.863462085,66,0,1.206235012,1250,9,0,1,0,0
y,0.645297966,45,0,2.040653116,3000,12,0,2,0,0
y,0.9999999,34,0,0.003635262,3300,0,0,0,0,4
y,0.556412454,44,0,0.347336066,2927,2,2,1,1,1
y,0.81625356,37,0,0.814364273,6000,5,0,2,0,3
y,0.9999999,45,0,0.435990003,3600,2,2,1,1,2
y,0.851536468,58,0,0.047253951,6390,6,0,0,0,1
y,0.013297085,42,0,0.003683241,3800,7,0,0,0,1
y,0.9999999,55,0,41,,0,0,0,0,1
y,1.130492676,68,0,1719,,7,0,2,0,0
y,0.881671049,52,0,0.292782977,7800,5,0,0,0,0
y,0.973675442,35,0,0.57987114,4500,5,0,2,0,1
y,0.803526787,58,4,0.362299662,6800,20,1,0,0,0
y,0.978043912,45,0,14,,2,1,0,0,0
y,1.052193226,40,4,0.044501774,3100,8,0,0,0,1
y,0.911043458,35,3,0.342370152,7450,7,0,1,0,2
y,0.13138827,51,4,0.068450039,5083,7,0,0,0,0
y,0.51910007,43,4,0.203253116,15000,7,1,1,0,2
y,0.927338783,25,0,0.201170117,2221,5,1,0,0,0
y,0.745925407,60,0,0.176672384,5246,9,2,1,0,0
y,0.176823177,28,0,0.007607042,4600,4,2,0,0,0
y,0.599607166,50,1,0.044477172,6789,4,0,0,0,2
y,0.108318313,40,0,0.195698273,3300,12,0,0,0,1
y,0.06715899,48,0,0.782013239,4380,18,0,1,0,0
y,0.254107624,51,0,7457,,8,0,3,0,0
y,0.35416146,50,1,0.352051341,4362,6,0,0,0,1
y,1.976744186,46,1,0.116823765,3500,2,2,0,0,0
y,1.054396374,32,3,0.490121317,5769,7,0,2,0,0
y,0.873127734,34,0,1.96310241,2655,11,0,0,0,2
y,0.420808482,42,0,0.275494335,4500,23,1,0,0,1
y,0.548682969,62,0,0.574062165,4664,12,0,2,0,0
y,1.053682896,35,2,0.146816804,2308,8,0,0,0,1
y,0.52090943,29,0,0.295123726,2747,12,0,0,0,0
y,0.528089888,53,3,0.4343829,4350,3,0,1,1,2
y,0.9999999,44,1,0.399580021,6666,7,2,1,0,1
y,0.156622125,49,0,0.00959729,5313,3,0,0,0,1
y,0.99980695,33,1,0.12315074,2500,6,0,0,0,0
y,1.67179093,73,1,0.406831436,3600,6,5,2,1,0
y,0.118690488,71,1,0.50950794,5100,18,0,3,0,0
y,1.335548173,31,0,21,,1,0,0,0,0
y,0.880398671,29,2,0.052936476,5005,7,0,0,0,0
y,0.13455635,56,0,0.65489001,10500,22,0,2,0,1
y,0.643734222,51,0,0.349958437,7217,7,0,2,0,4
y,0,81,0,636,,10,0,1,0,0
y,0.877076412,51,0,0.081326155,3528,3,3,0,0,0
y,0.9999999,58,0,80,,1,2,0,0,0
y,0.089338347,55,1,1.111452729,1300,18,0,1,1,0
y,0.789601486,61,2,4089,,5,2,1,0,0
y,0.358880373,36,0,0.486134692,5300,11,0,1,0,1
y,0.893106893,27,1,0.062812277,1400,1,0,0,1,0
y,0.989100817,55,3,0.11385248,3890,5,0,0,0,1
y,0.9999999,50,0,0.690140845,2768,6,0,1,2,0
y,0.657352022,52,1,3566,,7,0,3,0,0
y,1.274542429,61,1,0.377320765,3500,5,0,1,1,0
y,0.9999999,32,0,1076,,3,0,1,0,1
y,0.070384351,56,1,0.879529638,4166,19,0,2,1,2
y,1.023395321,48,1,6456,,7,0,3,0,
y,0.845254328,46,0,0.549279249,5965,14,0,1,0,0
y,0.811035406,37,0,0.366663155,9490,9,0,2,0,2
y,0.9999999,24,0,0,2833,0,2,0,0,0
y,0.85618493,39,0,0.357607065,6000,4,0,2,0,0
y,0.545881587,68,1,423,,6,0,0,0,0
y,0.903494413,50,1,0.552823561,3700,12,0,1,0,0
y,0.188208014,33,0,0.46218092,8500,10,0,2,0,0
y,0.002567394,59,2,0.000768935,2600,5,1,0,0,0
y,0.958833589,33,1,1.426946632,8000,9,0,3,0,0
y,0.120994617,59,1,0.296491471,7210,9,0,4,1,1
y,0.51795338,52,0,0.268187223,9250,11,0,2,1,2
y,1.137146795,35,5,0.14755758,3950,7,2,0,0,1
y,1.012422988,54,2,6659,,15,0,2,0,1
y,0.9999999,59,3,0.316698482,11000,3,0,1,1,1
y,0.9999999,43,0,0.779792055,3750,8,0,1,0,0
y,0.846307385,47,0,0.192935688,3000,3,0,0,0,0
y,0.9999999,42,0,50,,1,0,0,0,0
y,0.984060721,45,0,0.353544072,9268,7,0,1,0,2
y,0.933062193,50,0,2448,,7,1,2,2,2
y,0.9999999,31,98,0,2573,0,98,0,98,3
y,0.9999999,30,0,0.37151187,2400,3,0,0,0,3
y,0.451385582,48,0,660,,4,0,0,0,0
y,1.294335431,48,2,0.374825338,8587,4,5,1,2,2
y,0.020979021,25,1,0.244958678,3024,5,3,0,3,3
y,0.68813979,31,3,0.073325186,9000,5,0,0,1,0
y,0.826458523,38,1,2439,,10,4,1,1,0
y,0.707450804,54,2,2.35368755,1260,8,0,1,0,1
y,0.776169972,45,1,0.515387179,9000,7,0,4,0,0
y,0.566167332,47,0,0.742309513,4225,14,0,2,0,0
y,0.450215565,67,0,0.698281299,12683,30,0,8,0,0
y,0.879710814,42,1,0.161299809,6800,5,0,0,1,2
y,0.9999999,33,98,0,2600,0,98,0,98,4
y,0.978695073,27,2,0.3885,1999,5,3,0,1,0
y,1.641697878,54,1,0.420631747,2500,4,0,0,1,2
y,0.154963534,42,1,0.278148081,5550,12,1,2,1,2
y,1.010781671,33,1,0.37185708,2266,5,0,0,0,0
y,0.402345742,37,0,0.337622356,12667,16,0,2,0,3
y,0.813086133,37,2,0.216222702,4166,3,1,0,0,3
y,0.9999999,52,4,0.247944339,7904,13,2,1,1,0
y,0.9999999,33,98,120,,0,98,0,98,0
y,0.954914167,38,1,0.483375959,2736,4,2,1,2,0
y,0.933846215,60,1,2.385784048,1842,24,0,2,0,0
y,2.875621891,41,0,0.163576881,2750,2,4,0,0,1
y,1.063793621,46,2,0.122292569,3000,2,1,0,1,0
y,0.9999999,36,0,0,2708,0,1,0,0,0
y,1.02845488,48,2,0.426209839,7500,11,0,2,1,0
y,0.992225102,36,0,955,,8,0,0,0,0
y,0.64250751,48,0,0.263262322,9575,13,1,1,0,0
y,0.912257769,34,0,1608,1,9,0,3,0,3
y,0.315473699,58,0,0.355265924,4756,9,0,1,0,2
y,0.123055928,26,0,655,,9,0,0,0,0
y,0.676550117,43,0,0.401799743,7000,10,4,0,0,4
y,0.9999999,49,0,0,3683,0,0,0,0,1
y,1.784035994,30,1,0.195601466,3000,9,0,0,1,0
y,0.46638433,59,0,0.076713325,5500,12,0,0,0,0
y,0.9999999,50,1,1305,,2,0,1,0,0
y,0.855381539,33,0,0.489704566,3350,6,1,1,0,2
y,0.9999999,55,0,0.260611653,7585,3,2,2,1,1
y,0.982220086,50,0,0.322503231,5416,7,3,1,0,2
y,0.98913201,37,2,0.549578059,947,5,0,0,1,0
y,1.090670171,43,0,0.097787436,5061,2,0,0,1,4
y,0.031798937,73,0,0.46090535,1700,7,0,1,0,0
y,0.744203063,56,0,0.68304,6249,11,0,2,0,3
y,0.055523612,50,0,0.182337539,4200,6,0,0,0,4
y,0.501868639,47,0,1.686971235,6500,16,0,3,0,1
y,0.231202677,62,1,2596,,15,1,1,1,0
y,0.218421053,35,4,0.104986877,2666,10,2,0,1,0
y,0.793762276,50,2,0.47762331,5250,7,0,1,0,0
y,0.649350649,26,2,0.149845747,2268,3,1,0,1,0
y,1.119601329,45,0,0.010347271,7054,1,0,0,1,1
y,0.981792217,51,1,0.329076203,4697,9,0,1,0,0
y,0.9999999,30,98,0.024979184,1200,0,98,0,98,0
y,0.968004,43,2,0.816411683,5751,12,11,5,1,0
y,0.804095672,25,0,1.051771117,1100,7,0,0,0,0
y,0.331968384,56,2,0.244338498,7550,9,1,1,0,2
y,1.153996101,47,0,0.182623366,9483,8,1,0,1,2
y,0.533733406,42,2,0.23401151,12336,11,0,2,0,3
y,0.913477819,53,1,161,,6,0,0,0,
y,0.923076923,30,1,0.06287497,4166,5,0,0,0,0
y,0.392248482,50,0,1.595253368,4676,14,0,3,0,1
y,0.919443915,60,0,0.651123784,2980,7,0,2,0,1
y,0.971161154,39,1,0.455424096,6000,4,0,2,0,2
y,0.972839736,37,0,0.21335751,3308,7,1,0,0,2
y,0.9999999,47,0,424,,1,2,0,1,0
y,1.190101237,34,0,0.424708171,5139,4,5,1,0,3
y,0.9999999,57,0,0,,0,0,0,0,0
y,0.14600857,56,1,0.381769705,6000,6,2,1,3,2
y,0,25,1,0.166986564,2083,5,0,0,0,0
y,0.897157549,46,4,0.512330593,4500,10,0,1,0,0
y,0.676967824,27,0,0.232929164,4700,8,0,0,0,0
y,1.239250977,32,1,0.250707851,3884,13,0,0,0,1
y,0.086907738,45,1,0.057460612,9710,10,0,0,0,1
y,0.049457818,62,1,0.414245307,11666,15,0,2,0,1
y,1.014328808,59,2,3073,,7,2,2,0,0
y,0.595404595,32,1,0.197901049,2000,6,2,0,2,0
y,0.434922911,43,2,1.239349149,8050,13,0,6,0,4
y,1.210788023,39,2,1.459482214,4750,10,0,5,0,0
y,0.154778832,45,1,0.244503571,7140,7,0,2,0,2
y,0.9999999,32,0,0.120969758,4000,8,0,0,0,0
y,0.072212193,64,5,0.334455087,7725,11,1,2,0,3
y,0.9999999,57,3,1.203074258,4618,10,1,2,1,1
y,0.9920016,45,0,0.280799765,3400,7,0,0,0,0
y,0.564102564,26,0,0.003331113,1500,1,2,0,0,0
y,0.708645202,62,0,0.547300415,6500,18,0,2,0,1
y,0.300903672,41,2,1433,,4,1,1,2,0
y,0.999725576,53,1,0.036740815,4000,3,0,0,0,0
y,0.555200667,29,0,0.215810995,2200,6,0,0,1,0
y,0.040223614,57,0,2945,0,10,0,1,0,0
y,0.001313065,34,0,0.1829398,4700,2,0,1,0,4
y,0.041548777,50,2,0.359920018,4500,9,0,2,0,2
y,0.024832644,56,0,0.391607321,13058,12,0,2,0,2
y,0.759312034,63,1,0.244748611,7378,6,0,1,0,0
y,0.872500126,34,0,0.544186047,2579,6,0,0,0,0
y,0.049761737,27,0,0.217188062,2780,7,0,0,0,0
y,0,54,0,0.153346543,9083,7,0,0,0,1
y,0.954674221,56,1,0.51438729,9000,4,0,1,0,0
y,0.99620076,23,0,0.077961019,2000,3,0,0,0,0
y,1.037835718,34,1,0.666666667,3200,12,0,1,0,0
y,0.00073798,41,0,0.493126718,4000,4,0,1,0,2
y,0.473953793,51,0,0.455590183,5133,7,0,1,0,1
y,0.161934805,41,3,0.392860714,10000,10,0,1,2,3
y,0.156050705,34,0,0.435287117,3360,10,0,1,0,1
y,0.190952262,64,2,0.204799675,4916,13,0,1,0,0
y,0.84303351,33,1,0.150283239,3000,5,0,0,0,0
y,0,42,0,0.261736853,4962,3,0,1,0,0
y,0.300917135,60,0,0.148305085,5427,11,0,0,0,1
y,0.9999999,32,1,0.180623974,2435,3,0,0,0,0
y,0.797430064,55,0,1277,,3,0,0,0,0
y,0.944375952,41,5,0.285031155,6900,10,2,0,0,3
y,1.082917083,27,1,0.186278964,2200,7,0,0,0,1
y,0.9999999,43,0,0.393668273,2905,6,0,1,0,0
y,0.9999999,50,0,0,2275,0,0,0,0,1
y,0.946843854,46,0,323,,4,3,0,0,3
y,0.935638409,51,1,0.307613432,3900,4,0,0,0,0
y,0.9999999,30,98,0,2200,0,98,0,98,0
y,0.920001441,32,0,0.18520682,27390,12,0,1,0,0
y,0,33,1,0.565210572,12750,5,0,2,0,0
y,0.295551389,46,1,0.514271065,5850,6,0,1,0,1
y,1.157944814,36,1,0.072461515,6430,9,2,0,0,2
y,1.058793853,41,0,0.351328192,3500,11,0,0,0,0
y,0,41,1,0.17487086,6581,9,0,1,1,0
y,0.869855602,48,1,0.386540161,21500,27,0,8,0,1
y,0,45,2,1.256873091,3600,10,0,2,0,1
y,0.637362637,25,1,0.0223398,1700,2,0,0,0,0
y,0.9999999,31,1,0.678390749,4150,3,2,3,3,1
y,0.9999999,25,0,508,,1,0,0,1,
y,0.9999999,33,0,0.001454413,11000,0,0,0,1,0
y,1.017618214,38,0,0.542518468,5820,9,0,1,0,0
y,0.982003599,62,0,2376,,7,0,0,1,0
y,0.6922012,47,1,1698,,3,1,1,1,3
y,0.883068265,47,0,0.292557332,16700,8,0,2,1,2
y,0.9999999,30,0,0.076863951,1300,3,0,0,1,0
y,0.9999999,31,98,0,2200,0,98,0,98,3
y,0.373738327,28,0,0.310697674,3224,8,0,0,0,0
y,0.085143054,43,0,7,,1,1,0,1,0
y,0.096733575,24,0,0.049977283,2200,5,0,0,0,0
y,0.826643141,45,1,0.354628422,2300,10,1,1,0,1
y,0.655344655,26,1,824,,4,0,0,1,0
y,0.822660695,27,1,0.519296141,5000,11,0,2,0,0
y,0.9999999,43,0,0,,0,1,0,0,0
y,0.019167476,63,0,0.290338708,8000,18,0,2,0,0
y,0.977617906,25,0,0.217854763,1500,7,2,0,2,0
y,0.907979127,73,0,0.740428891,7600,9,0,2,0,2
y,0.915053092,48,1,0.652056901,2600,8,0,1,7,0
y,0.419186106,45,0,0.587948954,7600,13,0,1,0,2
y,0.239152173,62,0,0.509216847,8950,15,0,2,0,0
y,0.377238383,52,0,0.264315989,11088,15,0,2,0,1
y,0.985446062,27,1,0.342783505,2715,4,0,0,0,0
y,0.957274913,36,1,0.319615263,6341,8,0,1,0,1
y,0.99040192,44,3,1.288350634,2600,8,1,1,0,0
y,0.06120348,47,2,0.515281348,3500,12,0,1,1,0
y,0.089000547,65,0,0.079315708,4500,5,0,0,0,1
y,0.609456507,62,2,0.83831592,9666,19,4,2,0,3
y,1.041636,60,1,0.104137283,4253,7,1,0,0,0
y,0.715877336,48,2,0.584440488,7300,16,0,1,0,1
y,0.347059358,37,0,0.438760207,6000,9,0,1,0,3
y,1.30969031,35,0,0.155915258,4200,5,0,0,0,0
y,0.237359779,42,2,0.410864979,7583,5,0,1,0,2
y,1.002285388,35,3,0.322116162,6180,11,0,0,0,1
y,0,57,0,0.473480559,10595,13,0,5,0,1
y,0.207312114,44,0,0.537503313,3772,8,0,1,0,3
y,1.540706605,26,0,174,,4,0,0,0,0
y,0.156719473,54,0,0.290512669,3393,9,0,0,0,0
y,0.042165085,64,2,0.194083996,7166,13,1,0,0,2
y,0.49931246,69,0,0.199326689,30000,21,0,3,1,1
y,0.07739613,37,0,0.225837169,6300,5,0,1,0,0
y,0.016353693,73,0,0.020395921,3333,8,0,0,0,0
y,0.373253493,53,0,3.52529669,1600,6,3,2,0,0
y,0.9999999,36,1,0.588137288,3000,7,1,0,2,1
y,0.964688364,46,3,0.354445635,7467,6,2,1,0,0
y,0.48757002,37,2,0.095425629,3300,8,1,0,0,0
y,0.050542926,71,1,0.184942206,3200,7,0,0,0,0
y,1.250996016,33,0,0.376415723,1500,2,2,0,0,2
y,0.9999999,56,0,0,,0,1,0,0,0
y,0.316014425,50,1,0.056518262,3750,3,0,0,0,0
y,1.362047441,31,2,0.619764398,4583,7,2,2,1,3
y,0.143193178,24,3,0.222118088,3200,3,0,1,1,2
y,0.083743019,39,0,0.35337173,8333,16,0,1,0,1
y,0.96310369,60,0,0.123908878,4696,11,0,0,0,0
y,0.908812775,62,0,0.164235371,6100,10,0,0,0,1
y,0.719562404,45,1,1058,,9,0,0,0,0
y,0.238726369,58,0,0.332953683,7901,15,0,2,0,0
y,0.109538131,39,1,0.334954604,3083,22,0,2,0,0
y,0.244785382,78,2,0.317473011,2500,7,0,0,0,0
y,0.696708705,38,0,0.058072009,2582,3,0,0,1,1
y,0.859877044,52,2,0.506017604,5566,18,0,1,0,2
y,0.9999999,54,98,0.012993503,2000,0,98,0,98,0
y,1.091514143,44,1,0.024487756,2000,2,2,0,0,1
y,1.135552064,41,2,0.845887215,7500,12,0,4,1,0
y,1.179640719,26,0,0.029990628,3200,2,2,0,0,3
y,1.594810379,47,2,0.379348631,5403,4,1,1,0,2
y,0.615692303,73,1,0.82829582,3109,15,0,1,1,0
y,0.589482104,42,3,985,,9,2,0,0,2
y,0.242524917,28,0,0.19089626,2833,9,5,0,0,0
y,0.971434849,44,7,0.797264682,8700,16,0,1,2,0
y,0.026134003,77,0,0.148528992,3500,9,0,1,0,0
y,0.29326114,43,0,0.496038035,4416,14,0,2,0,1
y,0.9999999,44,0,0.692362598,1400,3,1,1,0,2
y,0.9999999,42,4,0.667333167,4000,9,1,4,0,3
y,0.023998546,62,0,0.429378531,2300,8,0,1,0,0
y,1.14122644,31,1,0.130697674,4299,5,0,0,0,0
y,0.614414825,46,0,0.783243351,5000,8,0,1,0,3
y,0.193486915,54,2,0.678680721,2940,10,0,2,0,0
y,1.14803248,28,1,0.945775536,1585,4,0,1,0,0
y,1.003322259,46,0,0.003213138,2800,1,0,0,0,0
y,1.053892216,30,1,0.364545152,3000,3,0,0,0,0
y,0,38,0,0.368294153,3317,9,0,1,0,0
y,0.941839331,34,0,165,,4,2,0,0,0
y,0.9999999,26,98,28,,0,98,0,98,0
y,0.9999999,55,98,0,,0,98,0,98,0
y,0.9999999,66,0,0.193286166,6642,3,0,1,0,0
y,1.731397459,35,0,59,,2,0,0,3,3
y,0.9999999,41,0,1365,,2,5,1,0,0
y,0.836938738,40,5,0.149403641,4778,10,5,0,5,0
y,0.002450003,40,3,0.36506159,6250,16,1,2,1,0
y,1.174021649,42,1,0.251629726,2300,6,1,0,0,0
y,0.667922341,33,0,0.015381135,4420,3,0,0,0,2
y,1.385685885,30,1,0.294789436,1400,5,0,0,2,0
y,1.037439503,38,0,1097,,6,0,0,0,0
y,0.255450308,83,0,0.011318619,5300,6,0,0,0,0
y,0.059717611,51,0,0.646988812,4200,10,0,2,0,0
y,0.015265649,61,0,629,,6,0,0,0,0
y,1.017928974,63,1,0.466042155,5550,7,0,1,0,0
y,0.131346365,50,0,0.095759553,8583,3,0,0,3,2
y,2.083832335,51,0,0.10991545,1300,2,3,0,2,1
y,0.929691894,45,0,0.568288854,5095,7,0,3,0,2
y,0.754126846,47,0,0.065313779,5863,4,0,0,1,2
y,0.98960104,34,1,0.19130145,6000,5,0,0,1,3
y,0.16994019,45,2,3601,0,16,0,1,0,3
y,0.714607337,53,3,0.292598201,11226,12,0,1,2,4
y,0.9999999,34,0,0.254256527,6166,5,1,1,1,2
y,0.120240237,43,0,0.477932212,4100,16,1,1,0,3
y,1.00632683,66,2,3206,,8,0,1,1,0
y,0.120559988,47,0,0.318343554,13208,14,0,2,0,0
y,0.051439754,54,0,0.398415393,5300,7,0,1,0,0
y,0.856682591,46,1,0.361919154,2646,10,0,0,0,0
y,0.52710085,50,3,0.467539553,5498,15,1,1,1,1
y,0.585012278,59,1,0.190483184,6808,5,0,0,0,1
y,0.9999999,44,2,0.146762887,24249,5,3,0,0,0
y,0.9999999,44,1,548,,1,3,0,0,0
y,0.9999999,29,0,0.206983806,1975,1,3,0,0,2
y,0.061622376,49,1,0.273860911,8339,11,0,2,0,1
y,0.117276458,34,0,0.08461026,1500,9,0,0,0,4
y,0.033396319,72,0,0.407027818,3414,20,0,1,2,0
y,0.802232887,55,1,1678,,12,0,0,0,0
y,0.916074717,33,1,0.143781241,3400,5,9,0,0,1
y,0.390466599,49,0,6626,,20,0,4,0,0
y,0.978007331,37,1,0.373320837,3200,8,1,0,0,0
y,1.067104903,33,1,0.235031664,6947,9,0,0,4,2
y,0.9999999,38,0,299,,1,1,0,0,
y,0.003829175,81,0,0.000741525,9439,14,0,0,0,0
y,0.9999999,54,1,0.317185698,2600,6,1,1,0,0
y,0.342729264,52,3,0.366497296,6100,7,1,2,0,1
y,0.570396391,68,0,0.363623771,7218,19,0,1,0,1
y,0.884322479,35,1,0.281430826,1900,6,0,0,0,1
y,0.9999999,47,1,868,,2,2,0,0,0
y,0.454534629,44,0,1.075231192,4000,8,0,1,0,4
y,0.981118104,44,1,7148,,10,0,3,2,0
y,0.049767859,66,0,0.180303591,2700,11,0,1,0,0
y,0.9999999,54,1,0.072090466,6366,2,1,0,1,0
y,0.865168539,55,2,1.768526228,1200,9,0,1,0,0
y,0.504523092,62,0,0.153018605,7900,4,0,0,0,0
y,0.9999999,29,0,420,,1,1,0,0,0
y,0.9999999,42,98,0,3830,0,98,0,98,0
y,0.741198528,58,0,364,,10,0,0,0,
y,0.954449046,55,5,773,,7,1,0,3,0
y,0.9999999,59,98,249,,0,98,0,98,
y,0.9999999,77,2,1.035065484,2366,3,0,2,2,0
y,0.993965725,54,4,0.612079813,5562,5,1,1,1,2
y,73.84615385,53,2,0.513355235,7000,5,8,2,0,4
y,0.9678511,62,2,1538,,4,1,0,0,0
y,0.618787918,51,3,0.356967548,11000,18,0,2,0,2
y,0.9999999,42,2,0.325331971,7831,3,1,1,1,3
